club
FC Barcelona
Real Madrid
Manchester United
Milan
Juventus
Sevilla FC
Real Madrid
Arsenal
Arsenal
FC Schalke 04
Olympique Lyonnais
Ajax
Palermo
Manchester United
Milan
Manchester City
Spartak Moskva
Napoli
CSKA Moskva
Santos
Bayer 04 Leverkusen
VfL Wolfsburg
Galatasaray SK
Valencia CF
CSKA Moskva
Manchester City
Real Madrid
Newcastle United
Olympique de Marseille
Real Madrid
AS Saint-Etienne
Liverpool
FC Barcelona
Valencia CF
Borussia Dortmund
Chelsea
Panathinaikos FC
Inter
Paris Saint-Germain
Arsenal
