Spouse
Mimi Rogers
Nicole Kidman
Katie Holmes
Tom Cruise
Tom Cruise
Tom Cruise
Keith Urban
James Rogers
Christopher Ciaffa
Brooke Shields
Steffi Graf
Andre Agassi
Chris Henchy
Anna Kashfi
Marlon Brando
James Hannaford
Movita Castaneda
Marlon Brando
Jack Doyle
Tarita Teriipaia
Marlon Brando
Hillary Clinton
Bill Clinton
Priscilla Beaulieu
Elvis Presley
Courtney Love
Kurt Cobain
James Moreland
Carla Dall'Oglio
Silvio Berlusconi
Veronica Lario
Silvio Berlusconi
Lisa Marie Presley
Danny Keough
Nicolas Cage
Michael Lockwood
Deborah Jeanne Rowe
Lisa Marie Presley
Patricia Arquette
Alice Kim
Lillian Disney
Walt Disney
John L. Truyens
Melinda Gates
Bill Gates
Melania Knauss
Ivana Zelníčková
Marla Maples
Gala Dalí
Olga Khokhlova
Jacqueline Roque
Angie Best
Alex Best
Claudia Villafañe
Nancy Colmenares
Marisabel Rodríguez
Michelle Cook
Regina Lasko
Camille Cosby
Bill Cosby
Linda Eastman
Heather Mills
Nancy Shevell
